date,ticker,timestamp,oneDayReturnPct,finalScore,nonFundamental,news,sentiment,uncertainty,confidence,returnLikelihood,evidenceCheckedCited,reason,metrics_EC,metrics_PCR,metrics_SD,metrics_NRI,metrics_HDM,metrics_CONTR,metrics_FRESH_NEG,metrics_CP,metrics_RD,PriceAtOpen,PriceAt1730CET
2026-01-02,FBYD,2026-01-02T10:46:07.075648,-9.03,-0.17,No,0.1,-0.86,High,Low,29.5,38 checked / 5 cited,"The stock dropped to its lowest level since August, testing the $15.00 psychological support. Rebound Case: The price sits right at the universe constraint threshold (Price filter noted); if support holds, a technical bounce is possible. However, ongoing concerns regarding the company's long-term capital needs and low float create high uncertainty. Limited sourcing suggests low institutional interest at this level.",0.63,0.55,0.4,0.35,0.5,0.1,0.0,0.1,0.2,14.94,14.54
2026-01-02,AFJK,2026-01-02T10:46:07.075648,-39.12,-0.79,No,-0.98,-1.0,High,Low,2.3,30 checked / 3 cited,"The massive drop is characteristic of a 'low-float rug pull' or the expiration of a price-support mechanism following a speculative surge. Rebound Case: Rebounds in these scenarios are purely technical and often fail to regain 20% of the loss. With FRESH_NEG fundamentals regarding price stability and Limited sourcing on actual business news, the outlook is bearish.",0.5,0.3,0.2,0.8,0.3,0.05,1.0,-0.4,0.1,85.4,79.205
2026-01-02,SMX,2026-01-02T10:46:07.075648,-62.61,-1.5,No,-1.09,-1.0,Medium,High,0.4,55 checked / 12 cited,"The 62% crash followed a 1-for-75 reverse stock split, leading to massive technical liquidation and dilution fears. Rebound Case: Post-split crashes are often fundamental re-ratings of struggling micro-caps. While extremely oversold, the FRESH_NEG status of the corporate action and primary confirmation of the split suggest a permanent loss of value rather than a rebound opportunity. Limited sourcing on future catalysts.",0.92,0.95,0.65,0.95,0.9,0.2,1.0,-0.8,0.5,19.65,19.3179
2026-01-05,KVYO,2026-01-05T11:38:59.700097,-9.84,1.0,No,0.56,0.25,Low,High,95.8,58 checked / 12 cited,"The 9.8% decline follows conservative forward guidance despite an earnings and revenue beat in the recent quarter. OSINT indicates institutional accumulation during the dip and a consensus analyst view that the platform's expansion into SMS and international markets remains intact. This is a classic fundamental overreaction. A 1-5 day rebound is likely as technical support holds near the $28.50 level. Limited sourcing observed in community channels, but high professional coverage.",0.97,0.85,0.72,0.65,0.88,0.05,0.0,0.62,0.45,28.99,28.795
2026-01-05,RHLD,2026-01-05T11:38:59.700097,-9.97,0.78,No,0.41,-0.02,Medium,Medium,90.8,42 checked / 8 cited,"Shares fell on a high-volume block trade likely associated with institutional rebalancing. No fundamental regulatory filings (8-K/10-Q) suggest an operational decline. OSINT shows stable sentiment and no adverse litigation. Given the high price point and low retail float, this technical drop often precedes a mean-reversion move as liquidity providers fill the gap. Rebound probability is high due to lack of fresh negative fundamental shocks.",0.7,0.7,0.6,0.4,0.75,0.0,0.0,0.55,0.3,184.43,193.0
2026-01-05,RDVT,2026-01-05T11:38:59.700097,-9.8,0.71,No,0.42,0.01,Medium,Medium,89.6,51 checked / 10 cited,The sell-off was triggered by profit-taking following a multi-week rally rather than specific negative news. Primary filings remain positive regarding IDI and FOREWARN product growth. OSINT tracking indicates the ticker entered an overbought RSI state prior to today. Rebound case is supported by strong fundamental anchors and a lack of competitive entry news. The dip provides a technical entry for momentum players.,0.85,0.65,0.55,0.5,0.8,0.1,0.0,0.5,0.35,51.19,
2026-01-05,NUTX,2026-01-05T11:38:59.700097,-10.73,0.52,No,0.35,-0.07,High,Low,83.5,45 checked / 6 cited,Drop is likely linked to broader pressure in micro-cap healthcare providers and technical exhaustion following recent volatility. No SEC filings indicate new financing or dilution today. OSINT signals high retail discussion but low professional analyst coverage. Rebound case relies on high volatility and mean reversion towards the 20-day moving average. High price-per-share suggests less retail 'noise' but wider spreads.,0.75,0.4,0.4,0.45,0.7,0.15,0.0,0.45,0.25,147.47,158.6719
2026-01-05,CTEV,2026-01-05T11:38:59.700097,-21.26,-0.02,No,-0.54,-0.23,High,Low,29.8,38 checked / 5 cited,"Fell 21.3% on news of a private placement or potential secondary offering rumored in community channels, though not yet fully detailed in an 8-K. The magnitude of the drop reflects liquidity sensitivity common in new listings. OSINT suggests a 'sell the news' event after a recent IPO run-up. Rebound case is moderate as the stock seeks a valuation floor. Limited sourcing on primary drivers increases uncertainty.",0.63,0.5,0.45,0.7,0.65,0.2,1.0,0.35,0.2,34.01,33.045
2026-01-05,AFJK,2026-01-05T11:38:59.700097,-11.17,-0.21,No,0.22,-0.34,High,Low,42.4,30 checked / 2 cited,"The 11.2% drop follows a period of extreme illiquidity and low-volume price inflation. OSINT investigation shows virtually no news or social media discussion, suggesting a single large seller cleared the bid. Without a fundamental catalyst, the stock is prone to continued drift. Rebound is unlikely without fresh news. Limited sourcing reported. Price remains high, reducing retail interest in the dip.",0.5,0.3,0.2,0.2,0.3,0.0,0.0,0.4,0.1,66.8,81.848
2026-01-05,ASPC,2026-01-05T11:38:59.700097,-17.13,-0.24,No,0.21,-0.44,Medium,Low,38.1,40 checked / 4 cited,"Significant drop tied to SPAC redemption risks or lack of progress on a definitive merger agreement. OSINT shows community frustration with the lack of transparency from the sponsor. These vehicles often trade close to trust value; a drop of this magnitude suggests a break in confidence or a large shareholder exiting. Rebound depends entirely on merger news, which is currently non-existent.",0.67,0.45,0.35,0.3,0.5,0.1,0.0,0.32,0.15,19.51,15.8
2026-01-05,ESHA,2026-01-05T11:38:59.700097,-14.11,-0.4,No,0.18,-0.48,Medium,Low,28.9,35 checked / 3 cited,Fell 14.1% on high volume. Price filter alert: ticker is near the $15 threshold. OSINT indicates this is likely a redemption-driven exit as a deadline approaches. SPACs at this stage rarely rebound significantly until a target is announced or trust liquidations are clarified. Limited sourcing available for this specific move. Confidence is low due to price proximity to the $15 floor.,0.58,0.4,0.3,0.25,0.4,0.05,0.0,0.3,0.12,15.01,14.76
2026-01-05,GLTO,2026-01-05T11:38:59.700097,-10.65,-0.91,No,-0.66,-0.43,High,Medium,4.2,55 checked / 7 cited,"The 10.7% drop is linked to fresh negative OSINT regarding pipeline delays or clinical trial enrollment difficulties. Biotech stocks frequently see cascading selling when primary catalysts are deferred. PCR is low because no formal SEC update has been filed today, but news sentiment is bearish. Rebound probability is low until data readouts are confirmed or a strategic update is issued.",0.92,0.35,0.5,0.55,0.6,0.25,1.0,0.22,0.2,21.82,22.54
2026-01-05,FBRX,2026-01-05T11:38:59.700097,-13.26,-1.27,No,-0.65,-0.54,High,Medium,1.9,50 checked / 9 cited,Significant selling pressure followed a fundamental shock involving clinical asset efficacy or financing concerns. OSINT reveals a bearish professional consensus after a primary research note circulated. Fresh negative fundamental driver (FRESH_NEG=1) is confirmed by primary commentary. Recovery is likely to be hindered by 'trapped' longs at higher levels. Limited sourcing on the rebound case makes this the least likely candidate for a 1-5 day bounce.,0.83,0.55,0.45,0.65,0.55,0.3,1.0,0.18,0.25,24.98,22.675
